record_id,text,primary_problem,secondary_problems,primary_organization,supporting_organizations,priority,latitude,longitude,district,source_type,expert_verified,split,notes,normalized_text,routing_confidence,matched_terms,needs_expert
4396f40f-44f5-4a30-b6fa-65dc50943d96,Daraxar kesib tashlanmoqda,,,Bilmayman,,,41.128677,69.421234,,real,Yo‘q,train,label_source=report_organization,daraxar kesib tashlanmoqda,0.0,,Ha
44fb205a-09b7-49e2-b055-8e2282ee900d,Koʻp hayvonlar vafot etyapti oʻrmonda,,,Bilmayman,,,41.38806,69.831261,,real,Yo‘q,test,label_source=report_organization,ko‘p hayvonlar vafot etyapti oʻrmonda,0.0,,Ha
45925d4d-e789-4556-accd-7d89be77a323,Stadionlar qurilmayapti,SPORT_INFRASTRUCTURE,,Sport boshqarmasi,,Past,40.817721,68.659058,,real,Yo‘q,train,label_source=report_organization,stadionlar qurilmayapti,0.76,stadion,Yo‘q
46399256-50e3-48ce-8da6-68c0e93887de,Sevet ochgan,ELEC_OUTAGE,,Hududiy elektr tarmoqlari,,Yuqori,42.526097,59.604492,,real,Yo‘q,validation,label_source=report_organization,svet o‘chgan,0.76,svet o‘chgan,Yo‘q
4897f22c-3b89-452f-b2a2-154728543795,Gaz bosimi pasayib ketgan,GAS_SUPPLY,,Hududiy gaz ta’minoti,,Yuqori,40.11589,65.352173,,real,Yo‘q,train,label_source=report_organization,gaz bosimi pasayib ketgan,0.84,gaz bosimi,Yo‘q
50769eba-11f8-41cd-b9c3-ffb93cf5d496,Juda koʻp sabzavotlar yemirilmayati,FOOD_SAFETY,,Sanitariya-epidemiologiya xizmati,,Yuqori,41.367299,69.292254,,real,Yo‘q,train,label_source=report_organization,juda ko‘p sabzavotlar yemirilmayati,0.84,sabzavot,Yo‘q
50852cc3-dad1-4000-adad-2bea4a32931e,Kanalizatsiya toshib ketyabdi,SEWER,,Suv ta’minoti,,Yuqori,41.316623,69.445481,,real,Yo‘q,train,label_source=report_organization,kanalizatsiya toshib ketyabdi,0.8,kanalizatsiya,Yo‘q
50b37442-4b24-420e-a25c-57981aad42af,Yoʻllarda sitafor ishlamgan,,,Bilmayman,,,41.11611,71.359346,,real,Yo‘q,train,label_source=report_organization,yoʻllarda svetofor ishlamgan,0.0,,Ha
50e62fe4-ab53-41b2-bfe2-b842ace14350,Benzin narxlari oshib ketyapti,,,Bilmayman,,,41.386068,69.45694,,real,Yo‘q,train,label_source=report_organization,benzin narxlari oshib ketyapti,0.0,,Ha
56a2d215-a5ff-472b-b73f-3372f7b895fc,Elektr shitta nosozlik bor,ELEC_EQUIPMENT,,Hududiy elektr tarmoqlari,,Yuqori,40.83442,68.667065,,real,Yo‘q,validation,label_source=report_organization,elektr shitta nosozlik bor,0.84,elektr shit,Yo‘q
584150da-ca2e-428d-b2e9-995b149586aa,Gaz yoq,GAS_SUPPLY,,Hududiy gaz ta’minoti,,Yuqori,41.247581,69.300041,,real,Yo‘q,train,label_source=report_organization,gaz yoq,0.76,gaz yoq,Yo‘q
5a5e9cfa-8158-40ac-85ac-71a375e6e98c,Elektr ishlamayapti,ELEC_OUTAGE,,Hududiy elektr tarmoqlari,,Yuqori,41.292272,69.668245,,real,Yo‘q,validation,label_source=report_organization,elektr ishlamayapti,0.76,elektr ishlamayapti,Yo‘q
5eff823d-75a5-452d-ad4a-96ac08e6a17c,Setafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,41.472916,69.567261,,real,Yo‘q,validation,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
6b738c5a-5f1c-4306-9e52-54c2a5ec984f,Svetafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,39.841916,66.963806,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
6d364f78-3eed-449c-adef-32bb093a01c4,Yollarda yamalar paydo bolgan,,,Bilmayman,,,41.019283,70.08728,,real,Yo‘q,train,label_source=report_organization,yollarda yamalar paydo bolgan,0.0,,Ha
6ffead49-5bd3-4924-8aab-43e62e5e06ad,Musir yegilgan,WASTE,,Ekologiya va obodonlashtirish,,O‘rta,38.108628,67.543945,,real,Yo‘q,train,label_source=report_organization,chiqindi yig‘ilgan,0.76,chiqindi,Yo‘q
748a5e84-43a5-449b-aaea-ee8f842783d5,Yoʻl qismi suv bosgan,WATER_PIPE,,Suv ta’minoti,,Yuqori,40.134938,67.912538,,real,Yo‘q,train,label_source=report_organization,yo‘l qismi suv bosgan,0.84,suv bosgan,Yo‘q
7e3db336-39ae-4882-a99a-405a7206003e,Atrofda yoqimsiz hid bo’lgan,AIR_POLLUTION,,Ekologiya va obodonlashtirish,,Yuqori,40.927348,69.70459,,real,Yo‘q,train,label_source=report_organization,atrofda yoqimsiz hid bo'lgan,0.84,yoqimsiz hid,Yo‘q
8028c0cd-e051-47b4-bf6f-f17cf373b740,Svet oʻchgan,ELEC_OUTAGE,,Hududiy elektr tarmoqlari,,Yuqori,39.752704,64.393024,,real,Yo‘q,test,label_source=report_organization,svet o‘chgan,0.76,svet o‘chgan,Yo‘q
80d8983a-985e-45ca-91bb-e0a9d92ed81d,Gaz yoq,GAS_SUPPLY,,Hududiy gaz ta’minoti,,Yuqori,41.678382,64.365234,,real,Yo‘q,train,label_source=report_organization,gaz yoq,0.76,gaz yoq,Yo‘q
82804190-d77f-438e-8581-d97a344ce96d,Avtobuslarda konditsioner ishlamaypati,PUBLIC_TRANSPORT,,Transport boshqarmasi,,O‘rta,41.308442,69.279489,,real,Yo‘q,train,label_source=report_organization,avtobuslarda konditsioner ishlamaypati,0.8,avtobus,Yo‘q
83b912b4-060e-499d-abcc-e987167fa010,Yoʻllarda yamalar bor,,,Bilmayman,,,40.741685,72.373459,,real,Yo‘q,train,label_source=report_organization,yoʻllarda yamalar bor,0.0,,Ha
89a829aa-8a75-44f2-89d2-b9b2296e21b5,Oziq ovqatlar muddatidan keyin sotilyapti,FOOD_SAFETY,,Sanitariya-epidemiologiya xizmati,,Yuqori,40.892798,69.606873,,real,Yo‘q,train,label_source=report_organization,oziq ovqatlar muddatidan keyin sotilyapti,0.98,oziq ovqat; muddatidan keyin,Yo‘q
89fa310a-6feb-41ca-80ba-bd1f9e1b5f23,Setafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,40.530502,72.363281,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
8b73f4de-e812-4bc2-9863-23f688628a63,Tomdan suv otib ketyapti,HOUSING_REPAIR,,Uy-joy kommunal xizmat ko‘rsatish,,O‘rta,41.389166,69.279785,,real,Yo‘q,train,label_source=report_organization,tomdan suv otib ketyapti,0.84,tomdan suv,Yo‘q
8d25cd3a-d280-433c-8c2f-e03011e41c19,Yollarda yamalar kopayib ketyabdi,,,Bilmayman,,,40.077891,64.731445,,real,Yo‘q,train,label_source=report_organization,yollarda yamalar kopayib ketyabdi,0.0,,Ha
8d4c1d66-3da0-4c95-bd44-46ac0968b92c,Ochib ketgan piyodalar chizigi,ROAD_MARKING,,Yo‘l harakati xavfsizligi boshqarmasi,,O‘rta,41.170063,69.215492,,real,Yo‘q,train,label_source=report_organization,o‘chgan ketgan piyodalar chizig‘i,0.84,piyodalar chizig‘i,Yo‘q
8d730b0f-ca5d-4d4e-a40e-0916c55bfc93,Gaz yoʻq,,,Bilmayman,,,40.777987,72.372369,,real,Yo‘q,train,label_source=report_organization,gaz yoʻq,0.0,,Ha
8e918dd7-1510-4101-9184-fda286b6a224,Yollarda chuqurlar paydo bolgan,,,Bilmayman,,,40.533894,65.738139,,real,Yo‘q,train,label_source=report_organization,yollarda chuqur paydo bolgan,0.0,,Ha
8ed41ada-657d-41f4-8c3c-32b0b389b877,Gaz xisoblagich ishlamayapti,GAS_SUPPLY,,Hududiy gaz ta’minoti,,Yuqori,40.93634,68.763428,,real,Yo‘q,train,label_source=report_organization,gaz hisoblagich ishlamayapti,0.8,gaz hisoblagich,Yo‘q
926583aa-20f8-4227-8eb1-d11ec15dd189,Avtobusda tolov bilan muammo mavjud,PUBLIC_TRANSPORT,,Transport boshqarmasi,,O‘rta,40.497258,68.744385,,real,Yo‘q,train,label_source=report_organization,avtobusda tolov bilan muammo mavjud,0.88,avtobus,Yo‘q
95596457-1b0e-458b-8c5e-ec7c34cfa9bc,Uyali ni buzishyapti,,,Bilmayman,,,41.31224,69.531696,,real,Yo‘q,test,label_source=report_organization,uyali ni buzishyapti,0.0,,Ha
97384637-1dde-4279-b6cd-6471b3e6d484,Noxush hidlar chiqyapti,AIR_POLLUTION,,Ekologiya va obodonlashtirish,,Yuqori,41.224713,69.333252,,real,Yo‘q,train,label_source=report_organization,noxush hidlar chiqyapti,0.8,noxush hid,Yo‘q
98339d83-1622-4369-b93a-e0b9800538e0,Gaz bosi past,,,Bilmayman,,,39.712821,64.42749,,real,Yo‘q,validation,label_source=report_organization,gaz bosi past,0.0,,Ha
9c412801-041e-469f-8ea5-f3aa1f2f9bee,Koʻp qavatli xonadonlar uylar tamir talab,HOUSING_REPAIR,,Uy-joy kommunal xizmat ko‘rsatish,,O‘rta,41.119895,69.073312,,real,Yo‘q,train,label_source=report_organization,ko‘p qavatli xonadonlar uylar tamir talab,0.88,ko‘p qavatli xonadon,Yo‘q
9fee6ae2-0d96-4229-a3c3-49237ac31b15,Mudir yogʻilyapti,WASTE,,Ekologiya va obodonlashtirish,,O‘rta,41.007943,70.149319,,real,Yo‘q,test,label_source=report_organization,chiqindi yogʻilyapti,0.76,chiqindi,Yo‘q
a180900c-7c54-4afa-903c-f1b461d86562,Seftafor ishlamaypati,,,Bilmayman,,,43.771278,59.01798,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamaypati,0.0,,Ha
a6130c7f-fa8f-47e6-b1df-29d70e09b882,Palasalar ochib ketgan,,,Bilmayman,,,41.218627,69.271484,,real,Yo‘q,train,label_source=report_organization,palasalar o‘chgan ketgan,0.0,,Ha
aa4770f9-0f55-4094-ba38-ffd808c118dc,Haydovchi bektta that may oʻtib ketti,PUBLIC_TRANSPORT,,Transport boshqarmasi,,O‘rta,40.823924,68.654711,,real,Yo‘q,train,label_source=report_organization,haydovchi bektta that may oʻtib ketti,0.88,haydovchi,Yo‘q
aa4ee0a6-4bf5-4e19-907f-5bd2528fa490,Sovuq suv yoq,WATER_SUPPLY,,Suv ta’minoti,,Yuqori,41.485884,69.583282,,real,Yo‘q,train,label_source=report_organization,sovuq suv yoq,0.9,suv yoq; sovuq suv,Yo‘q
ae0b8357-4b88-49ed-a597-fdea75778f3b,Moshinalarni metalon qilyapti,,,Bilmayman,,,41.386556,69.396207,,real,Yo‘q,train,label_source=report_organization,moshinalarni metalon qilyapti,0.0,,Ha
ae2cda2b-9ec8-4a2d-a6b4-83f084af3060,Harakat paytida telefon ishlatyapti,PUBLIC_TRANSPORT,,Transport boshqarmasi,,O‘rta,41.040002,69.377747,,real,Yo‘q,test,label_source=report_organization,harakat paytida telefon ishlatyapti,0.84,telefon ishlatyapti,Yo‘q
aee4253a-566d-493f-be6a-5456bdf13bec,Gaz quri teshilgan xid bosib keti,GAS_LEAK,,Hududiy gaz ta’minoti,,Kritik,40.393975,67.839661,,real,Yo‘q,train,label_source=report_organization,gaz quvur teshilgan hid bosib keti,0.98,gaz quvur teshilgan; gaz hid,Yo‘q
aefd00a6-8983-408c-a1fd-b79637acadb0,Setafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,40.094514,67.85031,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
b100b362-0e80-4cd4-bb4c-f88479bf608f,Avtobusda konditsioner ishlamayapti,PUBLIC_TRANSPORT,,Transport boshqarmasi,,O‘rta,41.405135,69.288712,,real,Yo‘q,validation,label_source=report_organization,avtobusda konditsioner ishlamayapti,0.8,avtobus,Yo‘q
b3b3a45a-ccd6-4c7f-8426-2d72da728b29,Elektr xisoblagich bilan bogliq muammo,ELEC_EQUIPMENT,,Hududiy elektr tarmoqlari,,Yuqori,42.133469,63.605335,,real,Yo‘q,train,label_source=report_organization,elektr hisoblagich bilan bogliq muammo,0.88,elektr hisoblagich,Yo‘q
b81c5796-cc23-4a6a-ba50-04be06aa9f2b,Gaz yoq,GAS_SUPPLY,,Hududiy gaz ta’minoti,,Yuqori,37.247821,67.293549,,real,Yo‘q,test,label_source=report_organization,gaz yoq,0.76,gaz yoq,Yo‘q
baa45473-d735-45e5-b8da-fad1450111a6,Setafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,41.714074,64.445608,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
c09f6af6-607c-499f-a694-1e5a8d129ea3,Seftafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,40.539757,70.926615,,real,Yo‘q,train,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
c1eb0afc-c0d8-48de-9991-7d6683816dd9,Sevet ochgan,ELEC_OUTAGE,,Hududiy elektr tarmoqlari,,Yuqori,42.768523,60.146484,,real,Yo‘q,train,label_source=report_organization,svet o‘chgan,0.76,svet o‘chgan,Yo‘q
c2481a21-ef97-42d5-8e51-8f0e3a121346,Setafor ishlamayapti,TRAFFIC_LIGHT,,Yo‘l harakati xavfsizligi boshqarmasi,,Yuqori,41.206556,69.169922,,real,Yo‘q,test,label_source=report_organization,svetofor ishlamayapti,0.76,svetofor ishlamayapti,Yo‘q
c416fb2a-7b2b-4bcd-8255-d8d319d585e1,Sevet yoq,ELEC_OUTAGE,,Hududiy elektr tarmoqlari,,Yuqori,41.037289,69.361233,,real,Yo‘q,train,label_source=report_organization,svet yoq,0.76,svet yoq,Yo‘q
cb0beb6d-4506-472f-a804-bf1f8451cdf3,Umuman suv kelmayabdi,WATER_SUPPLY,,Suv ta’minoti,,Yuqori,41.280105,69.250603,,real,Yo‘q,train,label_source=report_organization,umuman suv kelmayapti,0.8,suv kelmayapti,Yo‘q
ce847930-435a-4d61-b7c9-24e93248e7c3,Hafli boshqaru,,,Bilmayman,,,41.120746,69.068298,,real,Yo‘q,test,label_source=report_organization,hafli boshqaru,0.0,,Ha
