record_id,text,primary_problem,secondary_problems,primary_organization,supporting_organizations,priority,latitude,longitude,district,source_type,expert_verified,split,notes
aee4253a-566d-493f-be6a-5456bdf13bec,Gaz quri teshilgan xid bosib keti,,,Bilmayman,,,40.393975,67.839661,,real,Yo‘q,train,label_source=report_organization
aefd00a6-8983-408c-a1fd-b79637acadb0,Setafor ishlamayapti,,,Bilmayman,,,40.094514,67.850310,,real,Yo‘q,train,label_source=report_organization
b100b362-0e80-4cd4-bb4c-f88479bf608f,Avtobusda konditsioner ishlamayapti,,,Bilmayman,,,41.405135,69.288712,,real,Yo‘q,validation,label_source=report_organization
b3b3a45a-ccd6-4c7f-8426-2d72da728b29,Elektr xisoblagich bilan bogliq muammo,,,Bilmayman,,,42.133469,63.605335,,real,Yo‘q,train,label_source=report_organization
b81c5796-cc23-4a6a-ba50-04be06aa9f2b,Gaz yoq,,,Bilmayman,,,37.247821,67.293549,,real,Yo‘q,test,label_source=report_organization
baa45473-d735-45e5-b8da-fad1450111a6,Setafor ishlamayapti,,,Bilmayman,,,41.714074,64.445608,,real,Yo‘q,train,label_source=report_organization
c09f6af6-607c-499f-a694-1e5a8d129ea3,Seftafor ishlamayapti,,,Bilmayman,,,40.539757,70.926615,,real,Yo‘q,train,label_source=report_organization
c1eb0afc-c0d8-48de-9991-7d6683816dd9,Sevet ochgan,,,Bilmayman,,,42.768523,60.146484,,real,Yo‘q,train,label_source=report_organization
c2481a21-ef97-42d5-8e51-8f0e3a121346,Setafor ishlamayapti,,,Bilmayman,,,41.206556,69.169922,,real,Yo‘q,test,label_source=report_organization
c416fb2a-7b2b-4bcd-8255-d8d319d585e1,Sevet yoq,,,Bilmayman,,,41.037289,69.361233,,real,Yo‘q,train,label_source=report_organization
cb0beb6d-4506-472f-a804-bf1f8451cdf3,Umuman suv kelmayabdi,,,Bilmayman,,,41.280105,69.250603,,real,Yo‘q,train,label_source=report_organization
ce847930-435a-4d61-b7c9-24e93248e7c3,Hafli boshqaru,,,Bilmayman,,,41.120746,69.068298,,real,Yo‘q,test,label_source=report_organization
